No.,Time,Source,Destination,Protocol,Length,Info,,,,TIME 1 ,TIME 2,DELAY ,delay 2,delay 1,jitter
362,205.522927,192.168.100.41,93.184.216.34,TCP,66,52991  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
363,205.523249,93.184.216.34,192.168.100.41,TCP,62,"80  >  52991 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
364,205.52417,192.168.100.41,93.184.216.34,TCP,54,52991  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
365,205.526329,192.168.100.41,93.184.216.34,TCP,54,"52991  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
366,205.526638,93.184.216.34,192.168.100.41,TCP,54,80  >  52991 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
367,205.52684,93.184.216.34,192.168.100.41,TCP,54,"80  >  52991 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
368,210.476274,192.168.100.41,93.184.216.34,TCP,54,52991  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
372,210.476464,40.90.189.152,192.168.100.41,TCP,54,[TCP Dup ACK 2#7] 443  >  58153 [ACK] Seq=1 Ack=1 Win=12061 Len=0,,,,,,,,,
373,210.533309,192.168.100.41,40.90.189.152,TCP,54,[TCP Dup ACK 3#7] [TCP ACKed unseen segment] 58153  >  443 [ACK] Seq=179943468 Ack=1297691774 Win=509 Len=0,,,,,,,,,
374,210.53628,192.168.100.41,93.184.216.34,TCP,66,52992  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
375,210.536598,93.184.216.34,192.168.100.41,TCP,62,"80  >  52992 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
376,210.537517,192.168.100.41,93.184.216.34,TCP,54,52992  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
377,210.539439,192.168.100.41,93.184.216.34,TCP,54,"52992  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
378,210.539749,93.184.216.34,192.168.100.41,TCP,54,80  >  52992 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
379,210.53995,93.184.216.34,192.168.100.41,TCP,54,"80  >  52992 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
380,215.54768,192.168.100.41,93.184.216.34,TCP,54,52992  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
381,215.551238,192.168.100.41,93.184.216.34,TCP,66,52993  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
382,215.551549,93.184.216.34,192.168.100.41,TCP,62,"80  >  52993 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
383,215.552465,192.168.100.41,93.184.216.34,TCP,54,52993  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
384,215.554467,192.168.100.41,93.184.216.34,TCP,54,"52993  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
385,215.554782,93.184.216.34,192.168.100.41,TCP,54,80  >  52993 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
386,215.554984,93.184.216.34,192.168.100.41,TCP,54,"80  >  52993 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
387,220.561558,192.168.100.41,93.184.216.34,TCP,54,52993  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
389,220.564923,192.168.100.41,93.184.216.34,TCP,66,52994  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
390,220.565239,93.184.216.34,192.168.100.41,TCP,62,"80  >  52994 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
391,220.566157,192.168.100.41,93.184.216.34,TCP,54,52994  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
392,220.568336,192.168.100.41,93.184.216.34,TCP,54,"52994  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
393,220.568643,93.184.216.34,192.168.100.41,TCP,54,80  >  52994 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
394,220.568844,93.184.216.34,192.168.100.41,TCP,54,"80  >  52994 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
395,225.566459,192.168.100.41,93.184.216.34,TCP,54,52994  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
396,225.571202,192.168.100.41,93.184.216.34,TCP,66,52995  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
397,225.571514,93.184.216.34,192.168.100.41,TCP,62,"80  >  52995 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
398,225.572419,192.168.100.41,93.184.216.34,TCP,54,52995  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
399,225.574494,192.168.100.41,93.184.216.34,TCP,54,"52995  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
400,225.574806,93.184.216.34,192.168.100.41,TCP,54,80  >  52995 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
401,225.575008,93.184.216.34,192.168.100.41,TCP,54,"80  >  52995 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
402,230.5803,192.168.100.41,93.184.216.34,TCP,54,52995  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
403,230.583755,192.168.100.41,93.184.216.34,TCP,66,52996  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
404,230.584068,93.184.216.34,192.168.100.41,TCP,62,"80  >  52996 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
405,230.585002,192.168.100.41,93.184.216.34,TCP,54,52996  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
406,230.586882,192.168.100.41,93.184.216.34,TCP,54,"52996  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
407,230.587191,93.184.216.34,192.168.100.41,TCP,54,80  >  52996 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
408,230.587393,93.184.216.34,192.168.100.41,TCP,54,"80  >  52996 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
409,235.594278,192.168.100.41,93.184.216.34,TCP,54,52996  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
410,235.597542,192.168.100.41,93.184.216.34,TCP,66,52997  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
411,235.597856,93.184.216.34,192.168.100.41,TCP,62,"80  >  52997 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
412,235.598767,192.168.100.41,93.184.216.34,TCP,54,52997  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
413,235.600611,192.168.100.41,93.184.216.34,TCP,54,"52997  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
414,235.600918,93.184.216.34,192.168.100.41,TCP,54,80  >  52997 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
415,235.601119,93.184.216.34,192.168.100.41,TCP,54,"80  >  52997 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
416,238.286075,192.168.100.41,93.184.216.34,TCP,54,52997  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
417,238.307466,192.168.100.41,40.90.189.152,TLSv1.2,153,"[TCP ACKed unseen segment] , Application Data",,,,,,,,,
418,238.361841,40.90.189.152,192.168.100.41,TLSv1.2,223,"[TCP Previous segment not captured] , Application Data",,,,,,,,,
419,240.599087,192.168.100.41,40.90.189.152,TCP,54,[TCP ACKed unseen segment] 58153  >  443 [ACK] Seq=179943567 Ack=1297691943 Win=508 Len=0,,,,,,,,,
420,240.602396,192.168.100.41,93.184.216.34,TCP,66,52998  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
421,240.60271,93.184.216.34,192.168.100.41,TCP,62,"80  >  52998 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
422,240.603624,192.168.100.41,93.184.216.34,TCP,54,52998  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
423,240.605741,192.168.100.41,93.184.216.34,TCP,54,"52998  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
424,240.606052,93.184.216.34,192.168.100.41,TCP,54,80  >  52998 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
425,240.606252,93.184.216.34,192.168.100.41,TCP,54,"80  >  52998 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
426,245.613231,192.168.100.41,93.184.216.34,TCP,54,52998  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
427,245.616476,192.168.100.41,93.184.216.34,TCP,66,52999  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
428,245.6168,93.184.216.34,192.168.100.41,TCP,62,"80  >  52999 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
429,245.617399,192.168.100.41,93.184.216.34,TCP,54,52999  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
430,245.619364,192.168.100.41,93.184.216.34,TCP,54,"52999  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
431,245.619695,93.184.216.34,192.168.100.41,TCP,54,80  >  52999 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
432,245.619895,93.184.216.34,192.168.100.41,TCP,54,"80  >  52999 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
433,250.627107,192.168.100.41,93.184.216.34,TCP,54,52999  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
434,250.630763,192.168.100.41,93.184.216.34,TCP,66,53000  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
435,250.631075,93.184.216.34,192.168.100.41,TCP,62,"80  >  53000 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
436,250.631994,192.168.100.41,93.184.216.34,TCP,54,53000  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
437,250.633877,192.168.100.41,93.184.216.34,TCP,54,"53000  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
438,250.634187,93.184.216.34,192.168.100.41,TCP,54,80  >  53000 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
439,250.634388,93.184.216.34,192.168.100.41,TCP,54,"80  >  53000 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
440,255.639362,192.168.100.41,93.184.216.34,TCP,54,53000  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
442,255.642808,192.168.100.41,93.184.216.34,TCP,66,53001  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
443,255.64312,93.184.216.34,192.168.100.41,TCP,62,"80  >  53001 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
444,255.644035,192.168.100.41,93.184.216.34,TCP,54,53001  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
445,255.645961,192.168.100.41,93.184.216.34,TCP,54,"53001  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
446,255.646269,93.184.216.34,192.168.100.41,TCP,54,80  >  53001 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
447,255.646471,93.184.216.34,192.168.100.41,TCP,54,"80  >  53001 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
448,260.653637,192.168.100.41,93.184.216.34,TCP,54,53001  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
454,260.657668,192.168.100.41,93.184.216.34,TCP,66,53002  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
455,260.657986,93.184.216.34,192.168.100.41,TCP,62,"80  >  53002 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
456,260.658648,192.168.100.41,93.184.216.34,TCP,54,53002  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
457,260.66066,192.168.100.41,93.184.216.34,TCP,54,"53002  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
458,260.660969,93.184.216.34,192.168.100.41,TCP,54,80  >  53002 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
459,260.66117,93.184.216.34,192.168.100.41,TCP,54,"80  >  53002 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
460,265.667425,192.168.100.41,93.184.216.34,TCP,54,53002  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
467,265.670677,192.168.100.41,93.184.216.34,TCP,66,53003  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
468,265.671001,93.184.216.34,192.168.100.41,TCP,62,"80  >  53003 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
469,265.671935,192.168.100.41,93.184.216.34,TCP,54,53003  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
470,265.67525,192.168.100.41,93.184.216.34,TCP,54,"53003  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
471,265.675558,93.184.216.34,192.168.100.41,TCP,54,80  >  53003 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
472,265.67576,93.184.216.34,192.168.100.41,TCP,54,"80  >  53003 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
473,268.178732,192.168.100.41,93.184.216.34,TCP,54,53003  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
475,268.178924,40.90.189.152,192.168.100.41,TCP,54,[TCP Previous segment not captured] 443  >  58153 [ACK] Seq=1660944385 Ack=170 Win=52252 Len=0,,,,,,,,,
476,270.681476,192.168.100.41,40.90.189.152,TCP,54,[TCP Dup ACK 419#1] 58153  >  443 [ACK] Seq=179943567 Ack=1297691943 Win=508 Len=0,,,,,,,,,
479,270.684947,192.168.100.41,93.184.216.34,TCP,66,53004  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
480,270.685258,93.184.216.34,192.168.100.41,TCP,62,"80  >  53004 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
481,270.686224,192.168.100.41,93.184.216.34,TCP,54,53004  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
482,270.688659,192.168.100.41,93.184.216.34,TCP,54,"53004  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
483,270.688969,93.184.216.34,192.168.100.41,TCP,54,80  >  53004 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
484,270.689169,93.184.216.34,192.168.100.41,TCP,54,"80  >  53004 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
485,275.686784,192.168.100.41,93.184.216.34,TCP,54,53004  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
486,275.690157,192.168.100.41,93.184.216.34,TCP,66,53005  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
487,275.69047,93.184.216.34,192.168.100.41,TCP,62,"80  >  53005 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
488,275.691376,192.168.100.41,93.184.216.34,TCP,54,53005  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
489,275.693519,192.168.100.41,93.184.216.34,TCP,54,"53005  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
490,275.693828,93.184.216.34,192.168.100.41,TCP,54,80  >  53005 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
491,275.694029,93.184.216.34,192.168.100.41,TCP,54,"80  >  53005 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
492,280.700824,192.168.100.41,93.184.216.34,TCP,54,53005  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
494,280.704053,192.168.100.41,93.184.216.34,TCP,66,53006  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
495,280.704361,93.184.216.34,192.168.100.41,TCP,62,"80  >  53006 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
496,280.704929,192.168.100.41,93.184.216.34,TCP,54,53006  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
497,280.707099,192.168.100.41,93.184.216.34,TCP,54,"53006  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
498,280.707409,93.184.216.34,192.168.100.41,TCP,54,80  >  53006 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
499,280.707611,93.184.216.34,192.168.100.41,TCP,54,"80  >  53006 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
500,285.711469,192.168.100.41,93.184.216.34,TCP,54,53006  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
501,285.714534,192.168.100.41,93.184.216.34,TCP,66,53007  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
502,285.714847,93.184.216.34,192.168.100.41,TCP,62,"80  >  53007 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
503,285.715783,192.168.100.41,93.184.216.34,TCP,54,53007  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
504,285.717694,192.168.100.41,93.184.216.34,TCP,54,"53007  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
505,285.718003,93.184.216.34,192.168.100.41,TCP,54,80  >  53007 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
506,285.718205,93.184.216.34,192.168.100.41,TCP,54,"80  >  53007 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
507,290.725292,192.168.100.41,93.184.216.34,TCP,54,53007  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
511,290.728746,192.168.100.41,93.184.216.34,TCP,66,53008  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
512,290.729057,93.184.216.34,192.168.100.41,TCP,62,"80  >  53008 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
513,290.72999,192.168.100.41,93.184.216.34,TCP,54,53008  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
514,290.731963,192.168.100.41,93.184.216.34,TCP,54,"53008  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
515,290.732273,93.184.216.34,192.168.100.41,TCP,54,80  >  53008 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
516,290.732473,93.184.216.34,192.168.100.41,TCP,54,"80  >  53008 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
517,295.739325,192.168.100.41,93.184.216.34,TCP,54,53008  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
518,295.742719,192.168.100.41,93.184.216.34,TCP,66,53009  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
519,295.743033,93.184.216.34,192.168.100.41,TCP,62,"80  >  53009 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
520,295.743943,192.168.100.41,93.184.216.34,TCP,54,53009  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
521,295.746218,192.168.100.41,93.184.216.34,TCP,54,"53009  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
522,295.746529,93.184.216.34,192.168.100.41,TCP,54,80  >  53009 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
523,295.74673,93.184.216.34,192.168.100.41,TCP,54,"80  >  53009 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
524,298.585368,192.168.100.41,93.184.216.34,TCP,54,53009  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
525,298.585559,40.90.189.152,192.168.100.41,TCP,54,[TCP Dup ACK 475#1] 443  >  58153 [ACK] Seq=1660944385 Ack=170 Win=52252 Len=0,,,,,,,,,
526,300.753176,192.168.100.41,40.90.189.152,TCP,54,[TCP Dup ACK 419#2] 58153  >  443 [ACK] Seq=179943567 Ack=1297691943 Win=508 Len=0,,,,,,,,,
527,300.756736,192.168.100.41,93.184.216.34,TCP,66,53010  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
528,300.757053,93.184.216.34,192.168.100.41,TCP,62,"80  >  53010 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
529,300.757976,192.168.100.41,93.184.216.34,TCP,54,53010  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
530,300.760076,192.168.100.41,93.184.216.34,TCP,54,"53010  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
531,300.760385,93.184.216.34,192.168.100.41,TCP,54,80  >  53010 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
532,300.760587,93.184.216.34,192.168.100.41,TCP,54,"80  >  53010 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
533,305.76737,192.168.100.41,93.184.216.34,TCP,54,53010  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
534,305.77063,192.168.100.41,93.184.216.34,TCP,66,53011  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
535,305.770942,93.184.216.34,192.168.100.41,TCP,62,"80  >  53011 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
536,305.771875,192.168.100.41,93.184.216.34,TCP,54,53011  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
537,305.773805,192.168.100.41,93.184.216.34,TCP,54,"53011  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
538,305.774117,93.184.216.34,192.168.100.41,TCP,54,80  >  53011 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
539,305.774318,93.184.216.34,192.168.100.41,TCP,54,"80  >  53011 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
540,310.778781,192.168.100.41,93.184.216.34,TCP,54,53011  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
541,310.782308,192.168.100.41,93.184.216.34,TCP,66,53012  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
542,310.782621,93.184.216.34,192.168.100.41,TCP,62,"80  >  53012 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
543,310.783583,192.168.100.41,93.184.216.34,TCP,54,53012  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
544,310.785434,192.168.100.41,93.184.216.34,TCP,54,"53012  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
545,310.785745,93.184.216.34,192.168.100.41,TCP,54,80  >  53012 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
546,310.785946,93.184.216.34,192.168.100.41,TCP,54,"80  >  53012 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
547,315.785489,192.168.100.41,93.184.216.34,TCP,54,53012  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
548,315.788703,192.168.100.41,93.184.216.34,TCP,66,53013  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
