No.,Time,Source,Destination,Protocol,Length,Info,,,,TIME 1 ,TIME 2,DELAY ,delay 2,delay 1,jitter
549,315.789016,93.184.216.34,192.168.100.41,TCP,62,"80  >  53013 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
550,315.789945,192.168.100.41,93.184.216.34,TCP,54,53013  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
551,315.792035,192.168.100.41,93.184.216.34,TCP,54,"53013  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
552,315.792344,93.184.216.34,192.168.100.41,TCP,54,80  >  53013 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
553,315.792546,93.184.216.34,192.168.100.41,TCP,54,"80  >  53013 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
554,320.787035,192.168.100.41,93.184.216.34,TCP,54,53013  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
558,320.79125,192.168.100.41,93.184.216.34,TCP,66,53014  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
559,320.791564,93.184.216.34,192.168.100.41,TCP,62,"80  >  53014 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
560,320.792599,192.168.100.41,93.184.216.34,TCP,54,53014  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
561,320.794972,192.168.100.41,93.184.216.34,TCP,54,"53014  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
562,320.795283,93.184.216.34,192.168.100.41,TCP,54,80  >  53014 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
563,320.795482,93.184.216.34,192.168.100.41,TCP,54,"80  >  53014 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
564,325.799205,192.168.100.41,93.184.216.34,TCP,54,53014  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
567,325.802584,192.168.100.41,93.184.216.34,TCP,66,53015  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
568,325.802905,93.184.216.34,192.168.100.41,TCP,62,"80  >  53015 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
569,325.803814,192.168.100.41,93.184.216.34,TCP,54,53015  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
570,325.805649,192.168.100.41,93.184.216.34,TCP,54,"53015  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
571,325.805957,93.184.216.34,192.168.100.41,TCP,54,80  >  53015 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
572,325.806161,93.184.216.34,192.168.100.41,TCP,54,"80  >  53015 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
573,328.196623,192.168.100.41,93.184.216.34,TCP,54,53015  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
578,328.196762,40.90.189.152,192.168.100.41,TCP,54,[TCP Dup ACK 475#2] 443  >  58153 [ACK] Seq=1660944385 Ack=170 Win=52252 Len=0,,,,,,,,,
579,330.376378,192.168.100.41,40.90.189.152,TCP,54,[TCP Dup ACK 419#3] 58153  >  443 [ACK] Seq=179943567 Ack=1297691943 Win=508 Len=0,,,,,,,,,
580,330.379456,192.168.100.41,117.18.232.200,TCP,54,"52876  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0",,,,,,,,,
581,330.630852,192.168.100.41,117.18.232.200,TCP,54,"52877  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1019 Len=0",,,,,,,,,
582,330.650083,192.168.100.41,204.79.197.200,TCP,66,53016  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
583,330.65028,204.79.197.200,192.168.100.41,TCP,66,"443  >  53016 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1",,,,,,,,,
584,330.651162,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0,,,,,,,,,
585,330.669779,192.168.100.41,204.79.197.200,TLSv1.2,547,Client Hello,,,,,,,,,
586,330.671841,204.79.197.200,192.168.100.41,TCP,54,443  >  53016 [ACK] Seq=1 Ack=494 Win=524544 Len=0,,,,,,,,,
587,330.672005,204.79.197.200,192.168.100.41,TCP,1466,443  >  53016 [ACK] Seq=1 Ack=494 Win=524544 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
588,330.672562,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=494 Ack=1413 Win=262144 Len=0,,,,,,,,,
589,330.672562,204.79.197.200,192.168.100.41,TCP,1466,443  >  53016 [ACK] Seq=1413 Ack=494 Win=524544 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
590,330.672675,204.79.197.200,192.168.100.41,TCP,1466,443  >  53016 [ACK] Seq=2825 Ack=494 Win=524544 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
591,330.673459,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=494 Ack=4237 Win=262144 Len=0,,,,,,,,,
592,330.673459,204.79.197.200,192.168.100.41,TCP,1466,443  >  53016 [ACK] Seq=4237 Ack=494 Win=524544 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
593,330.673459,204.79.197.200,192.168.100.41,TCP,1466,443  >  53016 [ACK] Seq=5649 Ack=494 Win=524544 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
594,330.673629,204.79.197.200,192.168.100.41,TLSv1.2,342,"Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done",,,,,,,,,
595,330.684583,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=494 Ack=7349 Win=262144 Len=0,,,,,,,,,
596,330.684764,192.168.100.41,117.18.232.200,TCP,54,"[TCP Retransmission] 52876  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0",,,,,,,,,
597,330.698457,192.168.100.41,117.18.232.200,TCP,54,"[TCP Retransmission] 52877  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1019 Len=0",,,,,,,,,
598,330.699322,192.168.100.41,204.79.197.200,TLSv1.2,212,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,
599,330.699551,192.168.100.41,204.79.197.200,TLSv1.2,141,Application Data,,,,,,,,,
600,330.717076,192.168.100.41,204.79.197.200,TLSv1.2,878,Application Data,,,,,,,,,
601,330.718473,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=7349 Ack=652 Win=524544 Len=0,,,,,,,,,
602,330.718773,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=7349 Ack=739 Win=524288 Len=0,,,,,,,,,
603,330.720579,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=7349 Ack=1563 Win=525056 Len=0,,,,,,,,,
604,330.720736,204.79.197.200,192.168.100.41,TLSv1.2,380,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,
605,330.720951,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=1563 Ack=7675 Win=261632 Len=0,,,,,,,,,
606,330.721006,204.79.197.200,192.168.100.41,TLSv1.2,123,Application Data,,,,,,,,,
607,330.722198,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=1563 Ack=7744 Win=261632 Len=0,,,,,,,,,
608,330.738932,192.168.100.41,204.79.197.200,TLSv1.2,92,Application Data,,,,,,,,,
609,330.73919,204.79.197.200,192.168.100.41,TLSv1.2,92,Application Data,,,,,,,,,
610,330.740461,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=1601 Ack=7782 Win=261632 Len=0,,,,,,,,,
611,330.77121,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=7782 Ack=1601 Win=525056 Len=0,,,,,,,,,
612,330.771376,204.79.197.200,192.168.100.41,TLSv1.2,280,Application Data,,,,,,,,,
613,330.897348,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=1601 Ack=8008 Win=261376 Len=0,,,,,,,,,
614,330.900403,192.168.100.41,93.184.216.34,TCP,66,53017  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
615,330.900595,93.184.216.34,192.168.100.41,TCP,62,"80  >  53017 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
616,330.901246,192.168.100.41,93.184.216.34,TCP,54,53017  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
617,330.905446,192.168.100.41,93.184.216.34,TCP,54,"53017  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
618,330.905814,93.184.216.34,192.168.100.41,TCP,54,80  >  53017 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
619,330.905934,93.184.216.34,192.168.100.41,TCP,54,"80  >  53017 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
620,331.294046,192.168.100.41,93.184.216.34,TCP,54,53017  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
621,331.294287,192.168.100.41,117.18.232.200,TCP,54,"[TCP Retransmission] 52876  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0",,,,,,,,,
622,332.496775,192.168.100.41,117.18.232.200,TCP,54,"[TCP Retransmission] 52877  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1019 Len=0",,,,,,,,,
623,332.496945,192.168.100.41,117.18.232.200,TCP,54,"[TCP Retransmission] 52876  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0",,,,,,,,,
624,334.855625,192.168.100.41,117.18.232.200,TCP,54,"[TCP Retransmission] 52877  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1019 Len=0",,,,,,,,,
625,334.855625,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=1601 Ack=8008 Win=261376 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
626,334.874666,192.168.100.41,204.79.197.200,TLSv1.2,170,Application Data,,,,,,,,,
627,334.875003,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=8008 Ack=3013 Win=525056 Len=0,,,,,,,,,
628,334.901972,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=8008 Ack=3129 Win=525056 Len=0,,,,,,,,,
629,334.90211,192.168.100.41,117.18.232.200,TCP,54,"[TCP Retransmission] 52876  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0",,,,,,,,,
630,334.950621,192.168.100.41,117.18.232.200,TCP,54,"[TCP Retransmission] 52877  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1019 Len=0",,,,,,,,,
631,334.950794,204.79.197.200,192.168.100.41,TCP,1466,443  >  53016 [ACK] Seq=8008 Ack=3129 Win=525056 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
632,334.951075,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=3129 Ack=9420 Win=262144 Len=0,,,,,,,,,
633,334.951075,204.79.197.200,192.168.100.41,TLSv1.2,440,Application Data,,,,,,,,,
634,334.951159,204.79.197.200,192.168.100.41,TLSv1.2,92,Application Data,,,,,,,,,
635,335.119545,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=3129 Ack=9844 Win=261632 Len=0,,,,,,,,,
636,335.13818,192.168.100.41,204.79.197.200,TLSv1.2,450,Application Data,,,,,,,,,
637,335.215359,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=9844 Ack=3525 Win=524544 Len=0,,,,,,,,,
638,335.215524,204.79.197.200,192.168.100.41,TCP,1466,443  >  53016 [ACK] Seq=9844 Ack=3525 Win=524544 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
639,335.215761,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=3525 Ack=11256 Win=262144 Len=0,,,,,,,,,
640,335.215761,204.79.197.200,192.168.100.41,TLSv1.2,344,Application Data,,,,,,,,,
641,335.215836,204.79.197.200,192.168.100.41,TLSv1.2,92,Application Data,,,,,,,,,
642,335.966455,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=3525 Ack=11584 Win=261632 Len=0,,,,,,,,,
643,335.969434,192.168.100.41,93.184.216.34,TCP,66,53018  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
644,335.969642,93.184.216.34,192.168.100.41,TCP,62,"80  >  53018 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
645,335.970246,192.168.100.41,93.184.216.34,TCP,54,53018  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
646,335.972162,192.168.100.41,93.184.216.34,TCP,54,"53018  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
647,335.972461,93.184.216.34,192.168.100.41,TCP,54,80  >  53018 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
648,335.972564,93.184.216.34,192.168.100.41,TCP,54,"80  >  53018 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
649,336.000242,192.168.100.41,93.184.216.34,TCP,54,53018  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
650,336.000836,192.168.100.41,204.79.197.200,TLSv1.2,407,Application Data,,,,,,,,,
651,336.000836,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=3878 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
652,336.000836,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=5290 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
653,336.000836,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=6702 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
654,336.000836,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=8114 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
655,336.000836,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=9526 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
656,336.000836,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=10938 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
657,336.000836,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=12350 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
658,336.000836,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=13762 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
659,336.000836,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=15174 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
660,336.000836,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=16586 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
661,336.000836,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=17998 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
662,336.018829,192.168.100.41,204.79.197.200,TLSv1.2,906,Application Data,,,,,,,,,
663,336.018959,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=3878 Win=524288 Len=0,,,,,,,,,
664,336.021955,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=20262 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
665,336.022089,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=5290 Win=525056 Len=0,,,,,,,,,
666,336.022089,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=21674 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
667,336.022586,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=23086 Ack=11584 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
668,336.022586,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=6702 Win=525056 Len=0,,,,,,,,,
669,336.022586,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=9526 Win=525056 Len=0,,,,,,,,,
670,336.022586,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=10938 Win=525056 Len=0,,,,,,,,,
671,336.022586,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=12350 Win=525056 Len=0,,,,,,,,,
672,336.022586,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=15174 Win=525056 Len=0,,,,,,,,,
673,336.022586,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=16586 Win=525056 Len=0,,,,,,,,,
674,336.022586,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=17998 Win=525056 Len=0,,,,,,,,,
675,336.022586,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=19410 Win=525056 Len=0,,,,,,,,,
676,336.022738,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=20262 Win=524288 Len=0,,,,,,,,,
677,336.037552,192.168.100.41,204.79.197.200,TLSv1.2,420,"Application Data, Application Data",,,,,,,,,
678,336.041195,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=21674 Win=525056 Len=0,,,,,,,,,
679,336.04155,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=23086 Win=525056 Len=0,,,,,,,,,
680,336.080122,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11584 Ack=24864 Win=525056 Len=0,,,,,,,,,
681,336.080319,204.79.197.200,192.168.100.41,TLSv1.2,198,Application Data,,,,,,,,,
682,339.125176,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=24864 Ack=11728 Win=261632 Len=0,,,,,,,,,
686,339.126665,192.168.100.41,204.79.197.200,TLSv1.2,506,Application Data,,,,,,,,,
687,339.126665,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=25316 Ack=11728 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
688,339.126665,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=26728 Ack=11728 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
689,339.126665,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=28140 Ack=11728 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
690,339.126665,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=29552 Ack=11728 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
691,339.126665,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=30964 Ack=11728 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
692,339.126665,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=32376 Ack=11728 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
693,339.126665,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=33788 Ack=11728 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
694,339.126665,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=35200 Ack=11728 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
695,339.126665,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=36612 Ack=11728 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
696,339.126665,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=38024 Ack=11728 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
697,339.126665,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=39436 Ack=11728 Win=261632 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
698,339.127112,192.168.100.41,204.79.197.200,TLSv1.2,906,Application Data,,,,,,,,,
699,339.127497,192.168.100.41,204.79.197.200,TLSv1.2,642,Application Data,,,,,,,,,
700,339.144141,192.168.100.41,204.79.197.200,TLSv1.2,92,Application Data,,,,,,,,,
701,339.145457,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=25316 Win=524800 Len=0,,,,,,,,,
702,339.145673,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=26728 Win=525056 Len=0,,,,,,,,,
703,339.146099,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=28140 Win=525056 Len=0,,,,,,,,,
704,339.146099,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=29552 Win=525056 Len=0,,,,,,,,,
705,339.146099,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=30964 Win=525056 Len=0,,,,,,,,,
706,339.146099,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=32376 Win=525056 Len=0,,,,,,,,,
707,339.14661,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=33788 Win=525056 Len=0,,,,,,,,,
708,339.14661,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=36612 Win=525056 Len=0,,,,,,,,,
709,339.14661,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=38024 Win=525056 Len=0,,,,,,,,,
710,339.14661,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=39436 Win=525056 Len=0,,,,,,,,,
711,339.146946,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=40848 Win=525056 Len=0,,,,,,,,,
712,339.146946,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=41700 Win=524288 Len=0,,,,,,,,,
713,339.146946,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=42288 Win=525056 Len=0,,,,,,,,,
714,339.186976,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11728 Ack=42326 Win=525056 Len=0,,,,,,,,,
715,339.187148,204.79.197.200,192.168.100.41,TLSv1.2,196,Application Data,,,,,,,,,
716,339.466673,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=42326 Ack=11870 Win=261376 Len=0,,,,,,,,,
719,339.51962,192.168.100.41,168.63.202.111,TCP,66,53019  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
